time,P,G(i),H_sun,T2m,WS10m,Int
20231015:0610,6.47,18.09,4.66,13.11,2.14,0.0
20231015:0710,133.56,175.86,14.36,15.06,2.07,0.0
20231015:0810,319.24,396.11,22.99,18.05,2.34,0.0
20231015:0910,411.95,512.18,29.97,20.24,3.17,0.0
20231015:1010,540.69,674.96,34.55,21.46,4.34,0.0
20231015:1110,587.88,734.55,36.09,22.3,5.38,0.0
20231015:1210,620.68,776.29,34.32,22.55,5.66,0.0
20231015:1310,535.28,666.35,29.53,22.49,5.24,0.0
20231015:1410,247.63,313.8,22.41,22.34,4.48,0.0
20231015:1510,41.12,66.66,13.68,21.6,3.24,0.0
20231015:1610,0.55,7.24,3.93,19.37,3.38,0.0
20231015:1710,0.0,0.0,0.0,16.68,4.48,0.0
20231015:1810,0.0,0.0,0.0,15.06,4.76,0.0
20231015:1910,0.0,0.0,0.0,17.0,3.24,0.0
20231015:2010,0.0,0.0,0.0,15.64,4.48,0.0
20231015:2110,0.0,0.0,0.0,14.64,4.48,0.0
20231015:2210,0.0,0.0,0.0,14.27,4.14,0.0
20231015:2310,0.0,0.0,0.0,14.33,4.07,0.0
20231016:0010,0.0,0.0,0.0,14.52,4.07,0.0
20231016:0110,0.0,0.0,0.0,14.65,4.21,0.0
20231016:0210,0.0,0.0,0.0,14.53,4.07,0.0
20231016:0310,0.0,0.0,0.0,14.63,4.21,0.0
20231016:0410,0.0,0.0,0.0,14.54,4.28,0.0
20231016:0510,0.0,0.0,0.0,14.4,4.21,0.0
20231016:0610,8.55,22.02,4.43,14.26,3.93,0.0
20231016:0710,78.74,110.17,14.1,14.35,4.07,0.0
20231016:0810,199.29,248.68,22.71,14.74,3.93,0.0
20231016:0910,382.42,461.95,29.65,15.4,4.41,0.0
20231016:1010,511.56,621.06,34.2,15.95,4.21,0.0
20231016:1110,637.38,784.27,35.72,16.39,3.93,0.0
20231016:1210,444.47,543.3,33.95,16.93,3.59,0.0
20231016:1310,289.63,357.56,29.17,17.04,3.17,0.0
20231016:1410,147.82,192.05,22.07,17.02,2.76,0.0
20231016:1510,92.11,127.13,13.36,16.63,2.34,0.0
20231016:1610,7.07,19.85,3.63,15.99,1.79,0.0
20231016:1710,0.0,0.0,0.0,14.76,1.86,0.0
20231016:1810,0.0,0.0,0.0,13.68,2.0,0.0
20231016:1910,0.0,0.0,0.0,12.82,1.93,0.0
20231016:2010,0.0,0.0,0.0,12.3,1.79,0.0
20231016:2110,0.0,0.0,0.0,11.63,1.66,0.0
20231016:2210,0.0,0.0,0.0,11.04,1.59,0.0
20231016:2310,0.0,0.0,0.0,10.74,1.52,0.0
20231017:0010,0.0,0.0,0.0,10.38,1.52,0.0
20231017:0110,0.0,0.0,0.0,10.34,1.38,0.0
20231017:0210,0.0,0.0,0.0,10.64,1.1,0.0
20231017:0310,0.0,0.0,0.0,11.27,0.83,0.0
20231017:0410,0.0,0.0,0.0,11.13,0.14,0.0
20231017:0510,0.0,0.0,0.0,10.72,0.14,0.0
20231017:0610,26.83,51.78,4.19,10.28,0.21,0.0
20231017:0710,254.73,318.92,13.84,11.77,0.62,0.0
20231017:0810,429.29,527.39,22.42,13.42,0.83,0.0
20231017:0910,546.24,679.08,29.33,14.63,1.17,0.0
20231017:1010,659.96,838.92,33.85,15.55,1.24,0.0
20231017:1110,681.46,873.69,35.36,16.51,1.31,0.0
20231017:1210,610.83,776.01,33.58,17.1,1.31,0.0
20231017:1310,402.17,499.75,28.82,17.23,1.31,0.0
20231017:1410,185.87,237.53,21.74,17.26,1.31,0.0
20231017:1510,113.76,153.39,13.05,17.01,1.31,0.0
20231017:1610,14.12,31.87,3.33,16.46,1.38,0.0
20231017:1710,0.0,0.0,0.0,15.1,1.59,0.0
20231017:1810,0.0,0.0,0.0,13.62,1.66,0.0
20231017:1910,0.0,0.0,0.0,12.47,1.79,0.0
20231017:2010,0.0,0.0,0.0,12.02,1.72,0.0
20231017:2110,0.0,0.0,0.0,11.51,1.72,0.0
20231017:2210,0.0,0.0,0.0,11.46,1.66,0.0
20231017:2310,0.0,0.0,0.0,11.41,1.59,0.0
20231018:0010,0.0,0.0,0.0,11.32,1.72,0.0
20231018:0110,0.0,0.0,0.0,11.31,1.72,0.0
20231018:0210,0.0,0.0,0.0,11.7,1.66,0.0
20231018:0310,0.0,0.0,0.0,11.97,1.52,0.0
20231018:0410,0.0,0.0,0.0,11.83,1.45,0.0
20231018:0510,0.0,0.0,0.0,12.08,1.24,0.0
20231018:0610,17.85,37.91,3.95,12.38,1.24,0.0
20231018:0710,39.72,62.83,13.58,13.14,1.59,0.0
20231018:0810,40.79,64.21,22.13,13.51,1.52,0.0
20231018:0910,93.62,127.53,29.01,13.69,1.66,0.0
20231018:1010,32.83,54.27,33.51,13.59,1.72,0.0
20231018:1110,29.99,50.65,34.99,13.53,1.52,0.0
20231018:1210,47.45,72.35,33.21,13.23,1.17,0.0
20231018:1310,30.05,50.65,28.47,13.03,0.97,0.0
20231018:1410,17.0,33.46,21.41,12.94,0.9,0.0
20231018:1510,25.86,45.22,12.74,12.77,0.97,0.0
20231018:1610,0.0,1.81,3.03,12.6,0.97,0.0
20231018:1710,0.0,0.0,0.0,12.38,1.03,0.0
20231018:1810,0.0,0.0,0.0,12.21,0.97,0.0
20231018:1910,0.0,0.0,0.0,11.61,0.97,0.0
20231018:2010,0.0,0.0,0.0,11.51,0.97,0.0
20231018:2110,0.0,0.0,0.0,11.52,0.97,0.0
20231018:2210,0.0,0.0,0.0,11.5,0.97,0.0
20231018:2310,0.0,0.0,0.0,11.42,0.76,0.0
20231019:0010,0.0,0.0,0.0,11.42,0.62,0.0
20231019:0110,0.0,0.0,0.0,11.42,0.41,0.0
20231019:0210,0.0,0.0,0.0,11.45,0.14,0.0
20231019:0310,0.0,0.0,0.0,11.46,0.28,0.0
20231019:0410,0.0,0.0,0.0,11.49,0.28,0.0
20231019:0510,0.0,0.0,0.0,11.53,0.21,0.0
20231019:0610,0.0,4.52,3.71,11.56,0.14,0.0
20231019:0710,16.45,32.56,13.32,11.63,0.41,0.0
20231019:0810,56.65,83.21,21.84,12.02,0.41,0.0
20231019:0910,19.06,36.18,28.69,12.27,0.41,0.0
20231019:1010,23.8,42.51,33.16,12.51,0.21,0.0
20231019:1110,25.16,44.32,34.63,12.7,0.21,0.0
20231019:1210,23.75,42.51,32.85,12.9,0.28,0.0
20231019:1310,18.99,36.18,28.12,12.94,0.28,0.0
20231019:1410,96.58,130.78,21.08,13.1,0.41,0.0
20231019:1510,45.18,69.61,12.43,13.18,0.62,0.0
20231019:1610,0.0,5.43,2.73,13.0,0.41,0.0
20231019:1710,0.0,0.0,0.0,12.91,0.83,0.0
20231019:1810,0.0,0.0,0.0,12.81,0.97,0.0
20231019:1910,0.0,0.0,0.0,12.36,0.76,0.0
20231019:2010,0.0,0.0,0.0,12.53,0.76,0.0
20231019:2110,0.0,0.0,0.0,12.75,0.76,0.0
20231019:2210,0.0,0.0,0.0,12.88,1.03,0.0
20231019:2310,0.0,0.0,0.0,13.06,1.93,0.0
20231020:0010,0.0,0.0,0.0,13.26,2.48,0.0
20231020:0110,0.0,0.0,0.0,13.48,2.62,0.0
20231020:0210,0.0,0.0,0.0,13.82,2.97,0.0
20231020:0310,0.0,0.0,0.0,14.19,2.69,0.0
20231020:0410,0.0,0.0,0.0,14.56,3.31,0.0
20231020:0510,0.0,0.0,0.0,14.89,3.93,0.0
20231020:0610,1.81,9.95,3.47,15.52,5.59,0.0
20231020:0710,4.73,15.38,13.06,16.26,6.62,0.0
20231020:0810,49.79,75.97,21.56,16.64,6.21,0.0
20231020:0910,18.63,36.18,28.37,17.05,5.72,0.0
20231020:1010,31.48,53.36,32.81,17.86,4.55,0.0
20231020:1110,24.48,44.32,34.26,18.41,3.52,0.0
20231020:1210,60.17,89.54,32.49,18.67,2.97,0.0
20231020:1310,17.8,35.27,27.77,18.68,2.83,0.0
20231020:1410,207.47,263.93,20.75,19.24,2.28,0.0
20231020:1510,173.86,226.49,12.12,19.17,2.28,0.0
20231020:1610,0.0,4.52,2.44,18.39,2.41,0.0
20231020:1710,0.0,0.0,0.0,16.93,2.34,0.0
20231020:1810,0.0,0.0,0.0,16.05,2.07,0.0
20231020:1910,0.0,0.0,0.0,15.23,2.21,0.0
20231020:2010,0.0,0.0,0.0,15.35,2.55,0.0
20231020:2110,0.0,0.0,0.0,15.29,2.83,0.0
20231020:2210,0.0,0.0,0.0,15.18,3.1,0.0
20231020:2310,0.0,0.0,0.0,15.06,2.97,0.0
20231021:0010,0.0,0.0,0.0,14.73,2.76,0.0
20231021:0110,0.0,0.0,0.0,14.43,2.62,0.0
20231021:0210,0.0,0.0,0.0,14.14,2.62,0.0
20231021:0310,0.0,0.0,0.0,14.27,2.69,0.0
20231021:0410,0.0,0.0,0.0,14.26,2.76,0.0
20231021:0510,0.0,0.0,0.0,14.43,2.9,0.0
20231021:0610,4.56,15.82,3.23,14.4,3.03,0.0
20231021:0710,38.1,61.16,12.8,14.57,1.59,0.0
20231021:0810,80.11,112.77,21.27,16.44,1.79,0.0
20231021:0910,54.48,82.3,28.05,17.81,2.48,0.0
20231021:1010,419.97,521.38,32.47,18.61,2.34,0.0
20231021:1110,256.13,322.99,33.91,19.14,2.34,0.0
20231021:1210,73.46,105.82,32.13,18.66,2.14,0.0
20231021:1310,369.85,458.52,27.43,19.12,2.62,0.0
20231021:1410,213.04,270.68,20.43,18.87,1.72,0.0
20231021:1510,35.66,58.86,11.82,17.79,0.83,0.0
20231021:1610,0.96,8.14,2.16,16.71,1.45,0.0
20231021:1710,0.0,0.0,0.0,15.39,2.21,0.0
20231021:1810,0.0,0.0,0.0,14.93,2.07,0.0
20231021:1910,0.0,0.0,0.0,14.64,1.1,0.0
20231021:2010,0.0,0.0,0.0,14.07,1.45,0.0
20231021:2110,0.0,0.0,0.0,13.47,1.52,0.0
20231021:2210,0.0,0.0,0.0,13.31,1.17,0.0
20231021:2310,0.0,0.0,0.0,12.76,1.24,0.0
20231022:0010,0.0,0.0,0.0,12.51,1.1,0.0
20231022:0110,0.0,0.0,0.0,13.05,0.62,0.0
20231022:0210,0.0,0.0,0.0,13.57,0.62,0.0
20231022:0310,0.0,0.0,0.0,13.34,0.97,0.0
20231022:0410,0.0,0.0,0.0,12.67,1.03,0.0
20231022:0510,0.0,0.0,0.0,12.9,0.48,0.0
20231022:0610,1.41,9.04,2.99,13.16,0.28,0.0
20231022:0710,241.97,304.78,12.54,12.23,0.41,0.0
20231022:0810,405.94,503.76,20.98,14.79,0.41,0.0
20231022:0910,461.75,579.93,27.74,15.94,0.28,0.0
20231022:1010,558.29,711.07,32.13,17.17,0.69,0.0
20231022:1110,423.58,531.18,33.55,18.09,1.1,0.0
20231022:1210,522.85,659.82,31.78,18.8,1.52,0.0
20231022:1310,461.81,579.03,27.09,19.01,1.52,0.0
20231022:1410,353.4,443.37,20.12,19.24,1.1,0.0
20231022:1510,245.96,317.56,11.52,19.02,0.28,0.0
20231022:1610,0.0,5.43,1.87,18.22,0.55,0.0
20231022:1710,0.0,0.0,0.0,16.5,1.24,0.0
20231022:1810,0.0,0.0,0.0,15.61,1.52,0.0
20231022:1910,0.0,0.0,0.0,14.89,1.45,0.0
20231022:2010,0.0,0.0,0.0,14.83,1.1,0.0
20231022:2110,0.0,0.0,0.0,15.36,0.76,0.0
20231022:2210,0.0,0.0,0.0,14.95,0.62,0.0
20231022:2310,0.0,0.0,0.0,14.24,0.76,0.0
20231023:0010,0.0,0.0,0.0,13.4,0.97,0.0
20231023:0110,0.0,0.0,0.0,12.92,0.97,0.0
20231023:0210,0.0,0.0,0.0,11.89,1.24,0.0
20231023:0310,0.0,0.0,0.0,11.47,1.31,0.0
20231023:0410,0.0,0.0,0.0,11.33,1.31,0.0
20231023:0510,0.0,0.0,0.0,11.33,1.31,0.0
20231023:0610,1.88,9.95,2.74,10.93,1.31,0.0
20231023:0710,73.57,104.23,12.28,13.37,0.55,0.0
20231023:0810,193.05,244.39,20.7,14.97,0.55,0.0
20231023:0910,37.33,60.6,27.42,16.24,0.97,0.0
20231023:1010,45.72,71.45,31.79,17.53,1.45,0.0
20231023:1110,82.54,116.67,33.2,18.24,1.72,0.0
20231023:1210,123.12,165.14,31.43,18.35,1.86,0.0
20231023:1310,60.82,90.44,26.76,18.66,1.93,0.0
20231023:1410,17.14,34.37,19.8,18.67,1.52,0.0
20231023:1510,11.49,26.23,11.23,18.42,0.83,0.0
20231023:1610,0.0,1.81,1.6,17.61,1.24,0.0
20231023:1710,0.0,0.0,0.0,17.0,1.66,0.0
20231023:1810,0.0,0.0,0.0,16.29,1.79,0.0
20231023:1910,0.0,0.0,0.0,15.34,1.45,0.0
20231023:2010,0.0,0.0,0.0,15.14,1.38,0.0
20231023:2110,0.0,0.0,0.0,14.73,1.45,0.0
20231023:2210,0.0,0.0,0.0,14.62,1.66,0.0
20231023:2310,0.0,0.0,0.0,14.26,1.79,0.0
20231024:0010,0.0,0.0,0.0,14.29,1.52,0.0
20231024:0110,0.0,0.0,0.0,14.14,1.52,0.0
20231024:0210,0.0,0.0,0.0,13.66,1.86,0.0
20231024:0310,0.0,0.0,0.0,13.49,1.66,0.0
20231024:0410,0.0,0.0,0.0,13.04,1.45,0.0
20231024:0510,0.0,0.0,0.0,12.94,1.17,0.0
20231024:0610,0.0,1.81,2.5,13.27,0.76,0.0
20231024:0710,9.37,22.61,12.02,13.42,0.55,0.0
20231024:0810,23.7,42.51,20.41,13.5,1.1,0.0
20231024:0910,29.24,49.74,27.11,13.7,1.03,0.0
20231024:1010,38.47,61.5,31.45,13.94,0.55,0.0
20231024:1110,39.89,63.31,32.85,14.05,0.48,0.0
20231024:1210,60.63,88.63,31.08,14.13,1.17,0.0
20231024:1310,44.19,68.74,26.43,14.56,1.1,0.0
20231024:1410,44.9,69.64,19.49,14.52,0.69,0.0
20231024:1510,6.42,18.09,10.94,14.34,0.41,0.0
20231024:1610,0.0,0.84,1.32,14.01,0.69,0.0
20231024:1710,0.0,0.0,0.0,13.79,1.31,0.0
20231024:1810,0.0,0.0,0.0,13.56,1.45,0.0
20231024:1910,0.0,0.0,0.0,12.93,2.07,0.0
20231024:2010,0.0,0.0,0.0,12.36,1.93,0.0
20231024:2110,0.0,0.0,0.0,11.8,2.0,0.0
20231024:2210,0.0,0.0,0.0,11.42,1.93,0.0
20231024:2310,0.0,0.0,0.0,10.95,1.66,0.0
20231025:0010,0.0,0.0,0.0,10.47,1.38,0.0
20231025:0110,0.0,0.0,0.0,9.72,1.31,0.0
20231025:0210,0.0,0.0,0.0,9.31,1.45,0.0
20231025:0310,0.0,0.0,0.0,8.93,1.24,0.0
20231025:0410,0.0,0.0,0.0,8.52,1.03,0.0
20231025:0510,0.0,0.0,0.0,8.63,0.62,0.0
20231025:0610,0.64,7.24,2.26,8.77,0.21,0.0
20231025:0710,129.35,168.75,11.76,10.9,0.83,0.0
20231025:0810,54.4,80.49,20.13,12.11,0.69,0.0
20231025:0910,195.95,246.01,26.8,13.17,0.69,0.0
20231025:1010,127.69,168.75,31.11,15.04,0.69,0.0
20231025:1110,187.71,240.06,32.5,16.33,1.03,0.0
20231025:1210,612.73,776.73,30.74,17.32,1.45,0.0
20231025:1310,140.13,184.61,26.1,17.56,1.17,0.0
20231025:1410,445.36,560.19,19.19,17.53,0.55,0.0
20231025:1510,62.92,92.77,10.65,17.37,0.62,0.0
20231025:1610,0.0,0.0,0.0,16.58,0.9,0.0
20231025:1710,0.0,0.0,0.0,15.1,1.38,0.0
20231025:1810,0.0,0.0,0.0,13.93,1.59,0.0
20231025:1910,0.0,0.0,0.0,13.74,1.59,0.0
20231025:2010,0.0,0.0,0.0,13.15,1.52,0.0
20231025:2110,0.0,0.0,0.0,12.75,1.45,0.0
20231025:2210,0.0,0.0,0.0,12.36,1.38,0.0
20231025:2310,0.0,0.0,0.0,12.44,1.17,0.0
20231026:0010,0.0,0.0,0.0,12.46,1.03,0.0
20231026:0110,0.0,0.0,0.0,12.35,1.03,0.0
20231026:0210,0.0,0.0,0.0,11.85,1.38,0.0
20231026:0310,0.0,0.0,0.0,11.98,1.38,0.0
20231026:0410,0.0,0.0,0.0,11.86,1.52,0.0
20231026:0510,0.0,0.0,0.0,11.67,1.52,0.0
20231026:0610,0.0,1.81,2.02,10.95,1.52,0.0
20231026:0710,23.28,41.6,11.5,11.29,1.1,0.0
20231026:0810,18.96,36.18,19.84,13.4,1.17,0.0
20231026:0910,131.44,172.54,26.49,14.9,1.03,0.0
20231026:1010,89.41,123.91,30.78,15.71,0.62,0.0
20231026:1110,63.04,92.25,32.15,15.82,0.69,0.0
20231026:1210,129.04,171.04,30.4,16.3,0.97,0.0
20231026:1310,51.77,78.69,25.78,16.39,0.55,0.0
20231026:1410,19.27,37.08,18.89,16.7,0.28,0.0
20231026:1510,22.68,41.6,10.37,16.15,0.83,0.0
20231026:1610,0.0,0.0,0.0,15.57,1.03,0.0
20231026:1710,0.0,0.0,0.0,14.91,1.66,0.0
20231026:1810,0.0,0.0,0.0,14.63,2.07,0.0
20231026:1910,0.0,0.0,0.0,14.35,2.62,0.0
20231026:2010,0.0,0.0,0.0,14.18,2.97,0.0
20231026:2110,0.0,0.0,0.0,14.05,2.97,0.0
20231026:2210,0.0,0.0,0.0,13.93,2.69,0.0
20231026:2310,0.0,0.0,0.0,13.84,2.21,0.0
20231027:0010,0.0,0.0,0.0,13.92,1.72,0.0
20231027:0110,0.0,0.0,0.0,13.97,1.1,0.0
20231027:0210,0.0,0.0,0.0,14.06,1.38,0.0
20231027:0310,0.0,0.0,0.0,13.98,1.66,0.0
20231027:0410,0.0,0.0,0.0,13.81,1.93,0.0
20231027:0510,0.0,0.0,0.0,13.46,2.83,0.0
20231027:0610,0.0,3.62,1.78,13.08,3.52,0.0
20231027:0710,74.08,104.18,11.24,12.61,3.17,0.0
20231027:0810,212.73,262.86,19.56,13.84,3.45,0.0
20231027:0910,606.97,740.78,26.18,15.62,3.66,0.0
20231027:1010,679.55,845.61,30.45,17.43,3.52,0.0
20231027:1110,687.0,865.45,31.81,19.0,3.31,0.0
20231027:1210,648.22,819.21,30.06,20.02,3.03,0.0
20231027:1310,564.82,710.06,25.46,20.67,2.83,0.0
20231027:1410,410.28,512.26,18.59,20.87,2.69,0.0
20231027:1510,206.3,267.77,10.1,20.31,2.0,0.0
20231027:1610,0.0,0.0,0.0,18.65,2.28,0.0
20231027:1710,0.0,0.0,0.0,16.56,2.28,0.0
20231027:1810,0.0,0.0,0.0,14.66,2.0,0.0
20231027:1910,0.0,0.0,0.0,15.91,0.62,0.0
20231027:2010,0.0,0.0,0.0,13.55,1.31,0.0
20231027:2110,0.0,0.0,0.0,12.87,1.24,0.0
20231027:2210,0.0,0.0,0.0,12.88,0.9,0.0
20231027:2310,0.0,0.0,0.0,12.25,0.76,0.0
20231028:0010,0.0,0.0,0.0,11.62,0.83,0.0
20231028:0110,0.0,0.0,0.0,10.63,0.9,0.0
20231028:0210,0.0,0.0,0.0,9.92,0.9,0.0
20231028:0310,0.0,0.0,0.0,9.83,1.24,0.0
20231028:0410,0.0,0.0,0.0,9.52,1.31,0.0
20231028:0510,0.0,0.0,0.0,9.25,0.97,0.0
20231028:0610,0.0,4.52,1.54,9.59,0.48,0.0
20231028:0710,244.05,302.46,10.98,8.66,0.55,0.0
20231028:0810,453.37,560.71,19.28,11.99,0.0,0.0
20231028:0910,521.41,648.7,25.87,14.53,0.83,0.0
20231028:1010,577.59,730.25,30.12,16.03,0.9,0.0
20231028:1110,500.18,630.25,31.47,17.09,0.83,0.0
20231028:1210,185.4,238.6,29.73,17.84,1.1,0.0
20231028:1310,130.92,174.28,25.14,18.2,1.1,0.0
20231028:1410,275.14,344.25,18.3,18.3,1.45,0.0
20231028:1510,219.59,281.61,9.82,17.97,1.59,0.0
20231028:1610,0.0,0.0,0.0,16.88,1.72,0.0
20231028:1710,0.0,0.0,0.0,15.25,2.07,0.0
20231028:1810,0.0,0.0,0.0,13.94,2.07,0.0
20231028:1910,0.0,0.0,0.0,13.38,2.55,0.0
20231028:2010,0.0,0.0,0.0,12.83,2.48,0.0
20231028:2110,0.0,0.0,0.0,12.43,2.41,0.0
20231028:2210,0.0,0.0,0.0,12.14,2.34,0.0
20231028:2310,0.0,0.0,0.0,11.82,2.34,0.0
20231029:0010,0.0,0.0,0.0,12.1,2.34,0.0
20231029:0110,0.0,0.0,0.0,12.13,2.34,0.0
20231029:0210,0.0,0.0,0.0,12.06,2.34,0.0
20231029:0310,0.0,0.0,0.0,12.0,2.34,0.0
20231029:0410,0.0,0.0,0.0,12.49,2.41,0.0
20231029:0510,0.0,0.0,0.0,12.62,2.55,0.0
20231029:0610,0.0,0.0,0.0,12.54,2.55,0.0
20231029:0710,18.32,35.27,10.72,13.21,2.48,0.0
20231029:0810,87.93,120.41,19.0,13.76,2.62,0.0
20231029:0910,47.96,73.26,25.56,14.56,2.83,0.0
20231029:1010,27.65,47.94,29.79,15.35,3.17,0.0
20231029:1110,78.36,110.34,31.14,16.0,3.31,0.0
20231029:1210,42.38,66.93,29.4,16.7,3.59,0.0
20231029:1310,62.16,91.35,24.83,17.08,3.31,0.0
20231029:1410,21.3,39.8,18.01,16.72,2.62,0.0
20231029:1510,12.87,28.04,9.56,16.46,2.83,0.0
20231029:1610,0.0,0.0,0.0,15.99,2.83,0.0
20231029:1710,0.0,0.0,0.0,15.51,2.97,0.0
20231029:1810,0.0,0.0,0.0,15.28,2.97,0.0
20231029:1910,0.0,0.0,0.0,14.43,2.34,0.0
20231029:2010,0.0,0.0,0.0,14.12,2.34,0.0
20231029:2110,0.0,0.0,0.0,14.05,2.34,0.0
20231029:2210,0.0,0.0,0.0,13.92,2.41,0.0
20231029:2310,0.0,0.0,0.0,14.02,2.34,0.0
20231030:0010,0.0,0.0,0.0,14.03,2.21,0.0
20231030:0110,0.0,0.0,0.0,13.94,2.21,0.0
20231030:0210,0.0,0.0,0.0,13.78,2.21,0.0
20231030:0310,0.0,0.0,0.0,13.63,2.21,0.0
20231030:0410,0.0,0.0,0.0,13.55,2.28,0.0
20231030:0510,0.0,0.0,0.0,13.55,2.48,0.0
20231030:0610,0.0,0.0,0.0,13.66,2.48,0.0
20231030:0710,48.99,74.45,10.47,13.3,1.17,0.0
20231030:0810,34.88,56.98,18.72,14.13,1.72,0.0
20231030:0910,15.55,31.66,25.26,14.67,1.86,0.0
20231030:1010,46.34,71.45,29.47,15.02,2.0,0.0
20231030:1110,21.46,39.8,30.81,15.31,2.48,0.0
20231030:1210,41.19,65.12,29.08,15.32,2.55,0.0
20231030:1310,19.42,37.08,24.53,15.54,2.48,0.0
20231030:1410,20.74,38.89,17.72,15.7,2.28,0.0
20231030:1510,19.38,37.08,9.29,15.83,1.66,0.0
20231030:1610,0.0,0.0,0.0,15.9,0.41,0.0
20231030:1710,0.0,0.0,0.0,15.94,0.21,0.0
20231030:1810,0.0,0.0,0.0,15.71,1.66,0.0
20231030:1910,0.0,0.0,0.0,16.24,5.17,0.0
20231030:2010,0.0,0.0,0.0,16.17,4.21,0.0
20231030:2110,0.0,0.0,0.0,15.92,3.17,0.0
20231030:2210,0.0,0.0,0.0,15.27,2.69,0.0
20231030:2310,0.0,0.0,0.0,14.49,1.93,0.0
20231031:0010,0.0,0.0,0.0,13.79,1.17,0.0
20231031:0110,0.0,0.0,0.0,12.86,1.72,0.0
20231031:0210,0.0,0.0,0.0,12.32,1.66,0.0
20231031:0310,0.0,0.0,0.0,12.88,1.31,0.0
20231031:0410,0.0,0.0,0.0,12.98,1.24,0.0
20231031:0510,0.0,0.0,0.0,13.2,2.14,0.0
20231031:0610,0.0,0.0,0.0,13.19,2.69,0.0
20231031:0710,28.81,49.05,10.21,13.13,3.59,0.0
20231031:0810,32.99,54.27,18.44,12.87,3.38,0.0
20231031:0910,131.2,170.21,24.96,13.44,3.1,0.0
20231031:1010,591.39,723.95,29.15,15.32,3.17,0.0
20231031:1110,696.51,867.52,30.48,17.25,3.59,0.0
20231031:1210,651.13,812.4,28.76,18.42,3.45,0.0
20231031:1310,564.87,702.09,24.22,18.89,3.03,0.0
20231031:1410,415.12,514.39,17.44,18.98,2.48,0.0
20231031:1510,206.56,266.37,9.03,18.33,1.66,0.0
20231031:1610,0.0,0.0,0.0,16.87,1.86,0.0
20231031:1710,0.0,0.0,0.0,14.64,1.86,0.0
20231031:1810,0.0,0.0,0.0,12.99,1.45,0.0
20231031:1910,0.0,0.0,0.0,11.88,1.52,0.0
20231031:2010,0.0,0.0,0.0,10.55,1.72,0.0
20231031:2110,0.0,0.0,0.0,9.93,1.79,0.0
20231031:2210,0.0,0.0,0.0,9.57,1.86,0.0
20231031:2310,0.0,0.0,0.0,9.52,1.59,0.0
20231101:0010,0.0,0.0,0.0,11.24,0.9,0.0
20231101:0110,0.0,0.0,0.0,10.34,0.97,0.0
20231101:0210,0.0,0.0,0.0,9.13,1.17,0.0
20231101:0310,0.0,0.0,0.0,9.79,0.62,0.0
20231101:0410,0.0,0.0,0.0,9.35,0.69,0.0
20231101:0510,0.0,0.0,0.0,9.17,0.34,0.0
20231101:0610,0.0,0.0,0.0,7.57,1.24,0.0
20231101:0710,141.02,181.73,9.95,9.32,0.62,0.0
20231101:0810,232.13,284.62,18.16,11.21,0.9,0.0
20231101:0910,284.54,346.48,24.66,12.87,1.72,0.0
20231101:1010,149.99,192.48,28.83,13.54,2.14,0.0
20231101:1110,102.76,138.38,30.16,14.14,2.14,0.0
20231101:1210,200.96,251.56,28.44,14.53,2.55,0.0
20231101:1310,102.66,138.32,23.93,14.87,2.76,0.0
20231101:1410,59.06,86.77,17.17,14.82,2.55,0.0
20231101:1510,29.93,50.77,8.78,14.39,2.0,0.0
20231101:1610,0.0,0.0,0.0,13.54,1.86,0.0
20231101:1710,0.0,0.0,0.0,12.9,2.28,0.0
20231101:1810,0.0,0.0,0.0,12.42,2.21,0.0
20231101:1910,0.0,0.0,0.0,11.86,2.07,0.0
20231101:2010,0.0,0.0,0.0,11.67,2.07,0.0
20231101:2110,0.0,0.0,0.0,11.7,1.93,0.0
20231101:2210,0.0,0.0,0.0,11.65,2.0,0.0
20231101:2310,0.0,0.0,0.0,11.67,1.93,0.0
20231102:0010,0.0,0.0,0.0,11.46,2.0,0.0
20231102:0110,0.0,0.0,0.0,11.57,1.86,0.0
20231102:0210,0.0,0.0,0.0,11.64,2.07,0.0
20231102:0310,0.0,0.0,0.0,11.71,2.21,0.0
20231102:0410,0.0,0.0,0.0,11.72,2.55,0.0
20231102:0510,0.0,0.0,0.0,11.66,2.69,0.0
20231102:0610,0.0,0.0,0.0,11.55,3.1,0.0
20231102:0710,7.7,19.9,9.7,11.35,2.9,0.0
20231102:0810,13.89,28.94,17.88,11.31,3.38,0.0
20231102:0910,21.23,38.89,24.36,11.44,3.93,0.0
20231102:1010,37.59,59.69,28.52,11.59,4.0,0.0
20231102:1110,26.03,45.22,29.84,11.98,4.07,0.0
20231102:1210,21.83,39.8,28.13,12.18,3.93,0.0
20231102:1310,19.75,37.08,23.63,12.54,4.21,0.0
20231102:1410,8.22,20.8,16.9,12.79,3.45,0.0
20231102:1510,8.2,20.8,8.53,13.12,2.62,0.0
20231102:1610,0.0,0.0,0.0,13.1,0.9,0.0
20231102:1710,0.0,0.0,0.0,12.9,0.97,0.0
20231102:1810,0.0,0.0,0.0,12.69,0.21,0.0
20231102:1910,0.0,0.0,0.0,12.42,1.17,0.0
20231102:2010,0.0,0.0,0.0,12.23,1.45,0.0
20231102:2110,0.0,0.0,0.0,12.2,1.31,0.0
20231102:2210,0.0,0.0,0.0,12.02,1.38,0.0
20231102:2310,0.0,0.0,0.0,11.45,1.24,0.0
